Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:266;¶ 532;;"""To view the default system health dashboard on the Grafana UI, open a browser to http://localhost:3001.""";[ATLAS] - Codifying Fragments;T8. Observability, Monitoring & Diagnostics: Monitoring, T14. Edge Development Frameworks & Programmability: Dashboard Functionality, T14. Edge Development Frameworks & Programmability: User Interaction;3;;532;532;1;4/5/25;9/14/25
1:267;¶ 534;;"""Keylime mainly consists of an agent, two server components (verifier and registrar) and a commandline tool the tenant.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Management, T4. Modular Edge Architecture & Service Orchestration: Core Services, T4. Modular Edge Architecture & Service Orchestration: Multi-Tenant Architecture, T14. Edge Development Frameworks & Programmability: Command Line Interface;4;;534;534;1;4/5/25;9/14/25
1:268;¶ 536;;"""The agent registers itself in the registrar. The registrar manages the agent enrollment process which includes getting an UUID for the agent, collecting the EKpub, EK certificate and AKpub from an agent and verifying that the AK belongs to the EK.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Certificate Configuration, T2. Security, Privacy & Trust Management: Unique ID Requirement, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Module Registration;4;;536;536;1;4/5/25;9/14/25
1:269;¶ 538;;"""It is possible for the agent to listen to revocation events that are sent by the verifier if an agent attestation failed. This is useful for environments where attested systems directly communicate with each other and require that the other systems are trusted.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T2. Security, Privacy & Trust Management: Authentication Methods, T11 – Stream Processing & Event‑Driven Architectures (Edge): Event Detection and Notification, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Trust Establishment;4;;538;538;1;4/5/25;9/14/25
1:270;¶ 540;;"""Keylime allows to verify files measured by IMA against either a provided allowlist or a signature. This makes it for example easy to attest all files that were executed by root.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Allowlist, T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: File Verification, T2. Security, Privacy & Trust Management: Security Settings, T2. Security, Privacy & Trust Management: Signature Verification;5;;540;540;1;4/5/25;9/14/25
1:271;¶ 542;;"""To make attestation still possible Keylime includes a policy engine for validating the UEFI event log.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Access Control, T2. Security, Privacy & Trust Management: Security Settings, T8. Observability, Monitoring & Diagnostics: Event Logging, T18. Trusted Connectors, Data Sovereignty & Usage Policies: Policy Engine;4;;542;542;1;4/5/25;9/14/25
1:272;¶ 544;;"""The tenant is a commandline management tool shipped by Keylime to manage agents. This includes adding or removing the agent from attestation, validation of the EK certificate against a cert store and getting the status of an agent.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Certificate Validation, T2. Security, Privacy & Trust Management: Security Settings, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Agent Management, T8. Observability, Monitoring & Diagnostics: Status Monitoring, T14. Edge Development Frameworks & Programmability: Command Line Interface;6;;544;544;1;4/5/25;9/14/25
1:273;¶ 546;;"""Luos engine is the engine provided by Luos that will manage your services on all your nodes. Technically, this engine is an embedded oriented lightweight and real-time ANSI C code library that you can include and use in your code.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Management, T4. Modular Edge Architecture & Service Orchestration: Core Services, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T11 – Stream Processing & Event‑Driven Architectures (Edge): Real-time Processing Needs, T13. Sensor Abstraction & Hardware Interface Integration: Embedded Systems;5;;546;546;1;4/5/25;9/14/25
1:274;¶ 548;;"""A node is an executable software running Luos and hosting one or several services. It can be running on a microcontroller, a computer, or in the cloud.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Node Execution, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Service Hosting, T13. Sensor Abstraction & Hardware Interface Integration: Edge Node Integration, T13. Sensor Abstraction & Hardware Interface Integration: Microcontroller Support;5;;548;548;1;4/5/25;9/14/25
1:275;¶ 550;;"""Services in the network are automatically detected and being assigned IDs depending on their node's physical position in the network, and a routing table is generated.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Discovery, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Service Discovery, T4. Modular Edge Architecture & Service Orchestration: Core Services, T13. Sensor Abstraction & Hardware Interface Integration: Data Integration;4;;550;550;1;4/5/25;9/14/25
1:276;¶ 552;;"""Communication between services and apps is performed through messages. A message contains information on the destination service(s), the type of operation to be performed (the type of message), as well as the data.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Information Transfer, T1. Edge Connectivity & Communication Protocols: Message Transmission, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Message Structure;4;;552;552;1;4/5/25;9/14/25
1:277;¶ 554;;"""Services can have the following accessibility: READ_WRITE_ACCESS, READ_ONLY_ACCESS, WRITE_ONLY_ACCESS, NO_ACCESS.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Access Control, T2. Security, Privacy & Trust Management: New Access Levels, T10. Resource Efficiency & Performance Optimisation: Service Accessibility;3;;554;554;1;4/5/25;9/14/25
1:278;¶ 556;;"""You can choose between the different communication bus already provided by Luos or create your own.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Device Communication, T14. Edge Development Frameworks & Programmability: Custom Solutions, T14. Edge Development Frameworks & Programmability: User-defined Modules;4;;556;556;1;4/5/25;9/14/25
1:279;¶ 558;;"""A driver service never depends on or uses any other services (driver or app). A driver service is 'dumb', as it can't do anything else than manage its hardware feature (but it does it very well).""";[ATLAS] - Codifying Fragments;T10. Resource Efficiency & Performance Optimisation: Performance Improvement, T13. Sensor Abstraction & Hardware Interface Integration: Driver Service, T13. Sensor Abstraction & Hardware Interface Integration: Hardware Specifications;3;;558;558;1;4/5/25;9/14/25
1:280;¶ 560;;"""macchina.io EDGE implements various protocols for talking to sensor networks, automation systems, or cloud services. One such protocol is MQTT, a publish-subscribe based 'light weight' messaging protocol.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: MQTT Interface, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Lightweight Messaging System;5;;560;560;1;4/5/25;9/14/25
1:281;¶ 562;;"""macchina.io EDGE has been built in a very modular and extensible way.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Extensible Design, T4. Modular Edge Architecture & Service Orchestration: Modular Architecture;2;;562;562;1;4/5/25;9/14/25
1:282;¶ 564;;"""The user interface of macchina.io EDGE is entirely web-based. It is implemented using the web server built into OSP.""";[ATLAS] - Codifying Fragments;T14. Edge Development Frameworks & Programmability: Text-based User Interface, T14. Edge Development Frameworks & Programmability: Web-Based Interface;2;;564;564;1;4/5/25;9/14/25
1:283;¶ 566;;"""The Open Service Platform (OSP) enables the creation, deployment and management of dynamically extensible, modular applications.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Application Deployment, T4. Modular Edge Architecture & Service Orchestration: Extensible Applications, T4. Modular Edge Architecture & Service Orchestration: Modular Application Development, T14. Edge Development Frameworks & Programmability: Application Creation, T14. Edge Development Frameworks & Programmability: Dynamic Application Management;5;;566;566;1;4/5/25;9/14/25
1:284;¶ 568;;"""macchina.io EDGE defines generic interfaces for various kinds of sensors and devices.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Device Communication, T4. Modular Edge Architecture & Service Orchestration: Core Services, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications;3;;568;568;1;4/5/25;9/14/25
1:285;¶ 570;;"""Services for publish-subscribe based communication with browser-based applications using web sockets (WebEvent).""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Web-Socket Connection, T4. Modular Edge Architecture & Service Orchestration: Core Services, T14. Edge Development Frameworks & Programmability: Browser-Based Applications;4;;570;570;1;4/5/25;9/14/25
1:286;¶ 572;;"""We embrace a modular automation philosophy akin to Lego-like coding. Our content is designed to be reusable, comprehensive, repeatable, and above all, reliable.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Modular Architecture, T10. Resource Efficiency & Performance Optimisation: Reliable Systems, T10. Resource Efficiency & Performance Optimisation: Repeatable Processes, T14. Edge Development Frameworks & Programmability: Reusable Content;4;;572;572;1;4/5/25;9/14/25
1:287;¶ 574;;"""If it can or should be automated, rest assured, it will be automated. We believe in the power of automation, streamlining processes, and simplifying complex tasks.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Automation, T4. Modular Edge Architecture & Service Orchestration: Complexity Reduction, T9. Optimised AI/ML Execution at the Edge: Efficient Execution, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;574;574;1;4/5/25;9/14/25
